company,name,year,price_no,kms_no,fuel_type
Honda,Honda City GXi,2006,275000,75000,Petrol
Mahindra,Mahindra XUV500 W6,2014,650000,120000,Diesel
Mercedes-Benz,Mercedes-Benz B Class,2016,1745000,37000,Diesel
Audi,Audi Q3 35,2018,3100000,64000,Diesel
Toyota,Toyota Etios Cross,2015,695000,79000,Diesel
Ford,Ford Fiesta 1.4,2007,180000,80000,Petrol
Maruti,Maruti Celerio VXI,2014,475000,14000,Petrol
Maruti,Maruti Celerio ZXI,2018,525000,28217,Petrol
Maruti,Maruti Wagon R,2003,140000,90000,Petrol
Honda,Honda City 1.5,2005,185000,120000,Petrol
Volkswagen,Volkswagen Vento 1.0,2021,1044999,26000,Petrol
Mercedes-Benz,Mercedes-Benz GL-Class 350,2013,3000000,100000,Diesel
Hyundai,Hyundai Santro Sportz,2019,500000,50000,Petrol
Renault,Renault Duster 85PS,2019,875000,70000,Diesel
Honda,Honda Amaze E,2016,362000,80000,Petrol
Ford,Ford Figo Petrol,2010,180000,157000,Petrol
Mahindra,Mahindra Thar LX,2021,1745000,15550,Diesel
Maruti,Maruti Ertiga SHVS,2017,800000,80000,Diesel
Mahindra,Mahindra XUV500 AT,2017,1395000,59432,Diesel
Skoda,Skoda Rapid 1.6,2020,1044999,53047,Petrol
Volkswagen,Volkswagen Vento 1.6,2016,775000,46464,Petrol
Maruti,Maruti Zen Estilo,2007,120000,70000,Petrol
Renault,Renault Duster 85PS,2019,1075000,23000,Diesel
Kia,Kia Carnival Limousine,2020,3450000,30000,Diesel
Mercedes-Benz,Mercedes-Benz GLC 220d,2018,4875000,22000,Diesel
Force,Force Gurkha Xplorer,2018,919999,35000,Diesel
Hyundai,Hyundai Creta 1.6,2016,1050000,80000,Diesel
Honda,Honda Civic 1.8,2006,200000,100000,Petrol
Premier,Premier Rio Petrol,2014,350000,95000,Petrol
Mahindra,Mahindra Jeep CL,1995,260000,100000,Diesel
Chevrolet,Chevrolet Beat LS,2012,180000,50000,Petrol
Maruti,Maruti Ritz VXI,2015,525000,64000,Petrol
Ford,Ford Ecosport 1.5,2020,1085000,15509,Petrol
Ford,Ford Ecosport 1.5,2018,965000,43203,Diesel
Hyundai,Hyundai i10 Era,2007,266000,80000,Petrol
Hyundai,Hyundai Creta SX,2020,1795000,50000,Diesel
Maruti,Maruti Celerio ZXI,2017,459999,40000,Petrol
Skoda,Skoda Rapid 1.5,2020,994999,111000,Diesel
Maruti,Maruti Esteem Vxi,2006,120000,73000,Petrol
Toyota,Toyota Fortuner 4x2,2014,1675000,220000,Diesel
Hyundai,Hyundai Grand i10,2017,535000,11717,Petrol
Mercedes-Benz,Mercedes-Benz GLE 250d,2019,5650000,46000,Diesel
Hyundai,Hyundai Grand i10,2021,648000,15000,Petrol
Maruti,Maruti Ertiga ZDI,2013,595000,110000,Diesel
Mahindra,Mahindra XUV500 AT,2016,1425000,66968,Diesel
Maruti,Maruti Swift Dzire,2015,500000,120000,Diesel
Mahindra,Mahindra Bolero ZLX,2018,735000,70000,Diesel
Maruti,Maruti Swift Dzire,2017,755000,47000,Petrol
Maruti,Maruti Swift ZXI,2006,250000,110000,Petrol
Volkswagen,Volkswagen Polo Diesel,2012,495000,81000,Diesel
Honda,Honda City CVT,2005,225000,70000,Petrol
Hyundai,Hyundai Creta SX,2021,1595000,12662,Petrol
Hyundai,Hyundai Creta 1.6,2018,1025000,14000,Petrol
Hyundai,Hyundai Verna 1.6,2014,575000,56000,Petrol
Maruti,Maruti Vitara Brezza,2019,996000,54000,Diesel
Hyundai,Hyundai i20 Magna,2020,775000,63000,Petrol
Hyundai,Hyundai Elantra SX,2013,520000,40000,Petrol
Maruti,Maruti Zen Estilo,2008,210000,60000,Petrol
Ford,Ford Ecosport 1.5,2013,600000,80000,Diesel
Maruti,Maruti Ertiga SHVS,2016,650000,120000,Diesel
Toyota,Toyota Urban cruiser,2022,585000,15000,Petrol
Maruti,Maruti Swift Dzire,2009,292000,295000,Petrol
Maruti,Maruti Baleno 1.3,2017,650000,60000,Diesel
Renault,Renault Scala RxZ,2014,425000,50000,Petrol
Honda,Honda Brio VX,2014,445000,55000,Petrol
Ford,Ford Ecosport 1.5,2014,675000,77000,Petrol
Hyundai,Hyundai i20 Sportz,2015,533000,33389,Petrol
Hyundai,Hyundai Verna 1.4,2014,536000,17526,Petrol
Hyundai,Hyundai Grand i10,2018,564000,15757,Petrol
Hyundai,Hyundai i10 Sportz,2012,278000,8183,Petrol
Maruti,Maruti Baleno 1.2,2017,583000,32590,Petrol
Honda,Honda City i,2016,699000,45423,Petrol
Hyundai,Hyundai Creta 1.6,2016,900000,52481,Petrol
Maruti,Maruti Ignis 1.2,2017,453000,22915,Petrol
Maruti,Maruti Swift Dzire,2017,601000,72123,Petrol
Hyundai,Hyundai i20 1.2,2017,575000,37965,Petrol
Hyundai,Hyundai Grand i10,2018,530000,27651,Petrol
Honda,Honda Jazz 1.2,2016,495000,92771,Petrol
Hyundai,Hyundai Verna VTVT,2018,1027999,51956,Petrol
Mahindra,Mahindra KUV 100,2017,399000,34048,Petrol
BMW,BMW 7 Series,2017,6350000,47000,Diesel
Audi,Audi Q3 2.0,2014,1400000,60000,Diesel
Mercedes-Benz,Mercedes-Benz GLC 220d,2019,4775000,43000,Diesel
Hyundai,Hyundai Creta 1.6,2017,811000,58596,Petrol
Audi,Audi Q7 45,2017,4850000,70000,Diesel
Maruti,Maruti Ciaz ZDi,2016,675000,69000,Diesel
Hyundai,Hyundai i10 Magna,2011,227999,50152,Petrol
Renault,Renault Duster 85PS,2014,513999,62164,Diesel
Hyundai,Hyundai Creta 1.6,2017,819999,49929,Petrol
Maruti,Maruti Ignis 1.2,2017,491000,60393,Petrol
Skoda,Skoda Rapid 1.6,2016,588000,46281,Petrol
Honda,Honda Jazz 1.2,2017,553000,53201,Petrol
Toyota,Toyota Corolla Altis,2015,710000,80056,Petrol
Hyundai,Hyundai Grand i10,2013,320000,76175,Petrol
Honda,Honda City i,2015,601000,51493,Petrol
Maruti,Maruti Swift Dzire,2015,532000,63141,Petrol
Maruti,Maruti Baleno 1.3,2017,651000,37057,Diesel
Toyota,Toyota Corolla Altis,2015,852000,60865,Petrol
Mahindra,Mahindra XUV500 W7,2018,1110000,45407,Diesel
Mahindra,Mahindra XUV500 W5,2019,1183000,52652,Diesel
Mahindra,Mahindra XUV300 W8,2019,1060000,42923,Diesel
Hyundai,Hyundai Creta 1.6,2017,919999,56052,Petrol
Hyundai,Hyundai i20 Active,2017,651000,42923,Diesel
Hyundai,Hyundai Verna VTVT,2018,844000,32733,Petrol
Hyundai,Hyundai Santro Xing,2013,211000,62207,Petrol
Hyundai,Hyundai i20 1.2,2017,603000,48352,Petrol
Honda,Honda Jazz 1.2,2016,600000,57080,Petrol
Maruti,Maruti Ciaz ZXi,2016,630000,43168,Petrol
Maruti,Maruti SX4 S,2017,823000,69517,Diesel
Maruti,Maruti Baleno 1.2,2016,618000,54166,Petrol
Ford,Ford Figo Diesel,2014,285000,67000,Diesel
Maruti,Maruti Swift Dzire,2012,425000,21000,Petrol
Maruti,Maruti Wagon R,2014,390000,67200,Cng
Maruti,Maruti Ciaz ZDi,2016,675000,69000,Diesel
Maruti,Maruti Wagon R,2015,425000,46000,Petrol
Mercedes-Benz,Mercedes-Benz CLA 200,2016,2089999,42000,Petrol
Maruti,Maruti Wagon R,2019,490000,59000,Cng
Audi,Audi A6 35,2015,2411000,50000,Diesel
Mahindra,Mahindra XUV500 W8,2012,490000,115000,Diesel
Honda,Honda Civic 1.8,2010,395000,68000,Petrol
BMW,BMW 3 Series,2012,770000,29000,Petrol
Honda,Honda Jazz V,2016,575000,68000,Petrol
Honda,Honda Jazz 1.2,2016,545000,43000,Petrol
Audi,Audi Q3 35,2019,3000000,23000,Diesel
Hyundai,Hyundai Accent Executive,2009,185000,68000,Petrol
Hyundai,Hyundai Grand i10,2016,540000,31000,Petrol
Honda,Honda City 1.5,2011,325000,60000,Petrol
Nissan,Nissan Sunny XL,2013,360000,59000,Petrol
Chevrolet,Chevrolet Beat LT,2014,245000,61000,Petrol
Mercedes-Benz,Mercedes-Benz E-Class E,2013,1500000,52000,Petrol
Maruti,Maruti Swift Dzire,2016,585000,41000,Petrol
Hyundai,Hyundai i20 Asta,2014,495000,40008,Petrol
Hyundai,Hyundai Creta 1.6,2019,1225000,38170,Petrol
Maruti,Maruti Ciaz ZDi,2016,725000,47000,Diesel
Maruti,Maruti SX4 S,2018,975000,42332,Diesel
Nissan,Nissan Sunny XE,2012,285000,34000,Petrol
Maruti,Maruti Swift VVT,2017,550000,13000,Petrol
Maruti,Maruti Ciaz Alpha,2021,1125000,10000,Petrol
Hyundai,Hyundai i20 1.2,2012,399000,37000,Petrol
Hyundai,Hyundai Creta 1.6,2017,1000000,39000,Petrol
Hyundai,Hyundai Creta 1.6,2016,994999,129000,Diesel
Kia,Kia Seltos GTX,2021,1921000,20000,Petrol
Maruti,Maruti Swift VXI,2013,399000,39000,Petrol
Maruti,Maruti Wagon R,2017,465000,72000,Cng
Hyundai,Hyundai Creta 1.6,2017,1100000,63000,Diesel
Toyota,Toyota Land Cruiser,2015,9100000,90000,Diesel
BMW,BMW 3 Series,2016,2550000,66000,Diesel
Mercedes-Benz,Mercedes-Benz CLA 200,2016,1950000,27000,Petrol
Hyundai,Hyundai Verna 1.6,2016,650000,94000,Petrol
Hyundai,Hyundai Venue S,2019,890000,26000,Petrol
Hyundai,Hyundai Venue SX,2021,1125000,1199,Petrol
Mercedes-Benz,Mercedes-Benz GLE 250d,2016,3950000,51000,Diesel
Audi,Audi Q7 3.0,2013,1975000,83800,Diesel
Toyota,Toyota Etios Cross,2016,545000,75000,Diesel
Maruti,Maruti Alto K10,2012,225000,13000,Petrol
Maruti,Maruti Swift Dzire,2017,625000,43136,Petrol
Land,Land Rover Range,2020,7000000,18100,Diesel
Mercedes-Benz,Mercedes-Benz GLE 250d,2016,4250000,46000,Diesel
Volkswagen,Volkswagen Polo Petrol,2013,345000,32000,Petrol
BMW,BMW 3 Series,2014,1675000,50000,Diesel
Honda,Honda City i,2016,735000,58000,Petrol
Honda,Honda City VTEC,2006,158000,86108,Petrol
Nissan,Nissan Micra XV,2011,250000,55630,Petrol
Chevrolet,Chevrolet Beat LS,2010,134000,63723,Petrol
Volvo,Volvo S60 D5,2014,1325000,33000,Diesel
Maruti,Maruti Wagon R,2016,340000,75270,Cng
Hyundai,Hyundai i20 1.2,2011,264000,80502,Petrol
Fiat,Fiat Linea 1.4,2013,224000,39520,Petrol
Toyota,Toyota Camry 2.5,2017,1800000,38000,Petrol
Mahindra,Mahindra XUV500 W8,2012,463000,116509,Diesel
Audi,Audi A6 3.0,2012,1085000,76398,Diesel
BMW,BMW 3 Series,2017,2674000,36000,Diesel
Maruti,Maruti Ciaz VDi,2016,604000,64803,Diesel
Hyundai,Hyundai i20 1.2,2010,252000,34453,Petrol
Maruti,Maruti Swift Dzire,2017,575000,17348,Petrol
Audi,Audi Q5 2.0,2013,1465000,51000,Diesel
Honda,Honda City i,2014,565000,58000,Petrol
Tata,Tata Nexon 1.5,2018,600000,102732,Diesel
Nissan,Nissan Sunny XL,2013,400000,90592,Petrol
BMW,BMW X1 sDrive,2020,4375000,22000,Diesel
Tata,Tata Nexon EV,2022,1550000,10000,Electric
BMW,BMW 7 Series,2017,7250000,22000,Diesel
Tata,Tata Zest Revotron,2015,325000,65000,Petrol
Hyundai,Hyundai Tucson 2.0,2018,1625000,59000,Diesel
Honda,Honda Jazz 1.2,2015,495000,42306,Petrol
Maruti,Maruti Swift Dzire,2014,465000,26000,Petrol
Maruti,Maruti A-Star Vxi,2009,160000,71000,Petrol
Volkswagen,Volkswagen Beetle 2.0,2010,1175000,44000,Petrol
Land,Land Rover Discovery,2017,3700000,11000,Petrol
Honda,Honda Amaze VX,2015,470000,19062,Petrol
Honda,Honda WR-V i-VTEC,2018,835000,28000,Petrol
BMW,BMW X5 xDrive,2015,3200000,78000,Diesel
Hyundai,Hyundai Grand i10,2014,390000,28148,Petrol
Volkswagen,Volkswagen Polo Diesel,2013,398000,83634,Diesel
Maruti,Maruti Ertiga BSIV,2016,711000,36845,Petrol
Toyota,Toyota Corolla Altis,2015,781000,57000,Petrol
Hyundai,Hyundai Creta 1.6,2015,825000,43417,Petrol
Honda,Honda Amaze S,2019,775000,4800,Petrol
Maruti,Maruti Ritz VXi,2014,300000,58955,Petrol
Mercedes-Benz,Mercedes-Benz E-Class E250,2015,2025000,30000,Diesel
Hyundai,Hyundai Creta 1.6,2016,911000,45005,Petrol
Mahindra,Mahindra TUV 300,2016,599000,42032,Diesel
Honda,Honda Mobilio S,2014,436000,89653,Diesel
Ford,Ford Endeavour 3.2,2017,2650000,67000,Diesel
Maruti,Maruti Ertiga VXI,2014,625000,75765,Petrol
Honda,Honda CR-V 2.4L,2015,1250000,74007,Petrol
Mahindra,Mahindra XUV500 W8,2013,590000,63457,Diesel
Hyundai,Hyundai Verna 1.6,2016,625000,57000,Petrol
Maruti,Maruti Ignis 1.2,2017,375000,52217,Petrol
MG,MG Hector Sharp,2019,1595000,28000,Petrol
Honda,Honda City 1.5,2009,285000,69000,Petrol
Audi,Audi Q7 45,2016,4650000,75000,Diesel
Volkswagen,Volkswagen Polo 1.5,2014,393000,71033,Diesel
Maruti,Maruti Swift Vdi,2008,199000,92860,Diesel
BMW,BMW 3 Series,2013,1495000,48000,Diesel
Audi,Audi Q7 3.0,2013,2250000,76000,Diesel
Tata,Tata Nexon XZA,2020,1115000,26000,Petrol
Maruti,Maruti Ertiga BSIV,2016,699000,23000,Petrol
Honda,Honda City E,2012,300000,77132,Petrol
Skoda,Skoda Rapid 1.5,2015,575000,52000,Diesel
Hyundai,Hyundai Grand i10,2016,475000,30000,Petrol
Mahindra,Mahindra Scorpio S10,2016,1035000,58000,Diesel
Skoda,Skoda New Laura,2008,135000,118971,Diesel
Volkswagen,Volkswagen Vento 1.2,2016,624000,51000,Petrol
Honda,Honda City EXi,2008,165000,103000,Petrol
Toyota,Toyota Etios Liva,2014,349000,48150,Petrol
BMW,BMW 3 Series,2017,2050000,65000,Diesel
Maruti,Maruti Swift 1.3,2008,155000,78598,Petrol
Maruti,Maruti Swift Dzire,2016,515000,53633,Petrol
Mercedes-Benz,Mercedes-Benz E-Class E,2013,1511000,60000,Petrol
Honda,Honda City ZX,2021,1490000,6701,Petrol
Hyundai,Hyundai Creta 1.6,2017,994999,36000,Petrol
Toyota,Toyota Fortuner 4x2,2015,1950000,63000,Diesel
Toyota,Toyota Corolla Altis,2017,1000000,70000,Petrol
Volkswagen,Volkswagen Vento Petrol,2010,273000,71760,Petrol
Maruti,Maruti Zen Estilo,2008,145000,41000,Petrol
Skoda,Skoda Octavia Elegance,2014,913000,84612,Diesel
Mercedes-Benz,Mercedes-Benz E-Class E250,2015,1864999,70000,Diesel
Maruti,Maruti Ciaz VDI,2017,593000,124183,Diesel
Mahindra,Mahindra TUV 300,2015,765000,33647,Diesel
Maruti,Maruti Swift VDI,2014,434999,96000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class C,2017,2925000,42000,Diesel
MG,MG Hector Sharp,2020,1725000,12800,Petrol
Hyundai,Hyundai i10 Magna,2009,200999,72504,Petrol
Maruti,Maruti Wagon R,2016,341000,47756,Cng
Toyota,Toyota Land Cruiser,2018,9500000,21000,Diesel
Maruti,Maruti Celerio VXI,2015,390000,80425,Petrol
Maruti,Maruti Alto LXi,2008,140000,41643,Petrol
Hyundai,Hyundai Verna 1.6,2011,375000,37125,Petrol
Honda,Honda City i,2015,570000,34511,Petrol
Hyundai,Hyundai Verna 1.6,2013,352000,87013,Petrol
Honda,Honda City 1.5,2010,271000,149232,Petrol
Volkswagen,Volkswagen Vento Petrol,2012,254000,82145,Petrol
Mahindra,Mahindra Thar AX,2020,1545000,28000,Diesel
Toyota,Toyota Etios Liva,2011,282000,75805,Diesel
Tata,Tata Nexon XZA,2022,1215000,13093,Petrol
Honda,Honda City i,2013,399000,47330,Petrol
Renault,Renault Duster Petrol,2018,881000,21000,Petrol
Toyota,Toyota Fortuner 2.8,2017,2929000,59000,Diesel
Honda,Honda Jazz 1.2,2017,550000,48230,Petrol
Maruti,Maruti Wagon R,2013,315000,69240,Petrol
Mahindra,Mahindra Thar LX,2021,1739999,18000,Diesel
Honda,Honda City i,2014,595000,79000,Petrol
Toyota,Toyota Corolla Altis,2011,350000,109100,Petrol
Maruti,Maruti Ertiga BSIV,2016,685000,33000,Petrol
Hyundai,Hyundai i20 Asta,2022,1000000,900,Petrol
Hyundai,Hyundai Creta 1.6,2016,765000,49000,Petrol
Honda,Honda City i,2015,580000,55000,Petrol
Maruti,Maruti Baleno RS,2017,636000,17700,Petrol
Toyota,Toyota prado VX,2007,1350000,90000,Petrol
Maruti,Maruti Wagon R,2009,180000,55700,LPG
Honda,Honda Civic 1.8,2009,199000,102000,Petrol
Honda,Honda City 1.5,2010,275000,101000,Petrol
BMW,BMW 5 Series,2015,2200000,72000,Diesel
Hyundai,Hyundai Grand i10,2020,675000,39000,Petrol
Maruti,Maruti Wagon R,2015,385000,72000,Cng
Maruti,Maruti Swift Dzire,2009,190000,91717,Petrol
Maruti,Maruti Wagon R,2015,331000,60000,Petrol
Maruti,Maruti Swift VXI,2013,317000,61828,Petrol
Maruti,Maruti Wagon R,2012,238000,98554,Petrol
Maruti,Maruti Ertiga ZXI,2013,462000,112696,Petrol
Audi,Audi A3 35,2017,2950000,11000,Diesel
BMW,BMW 7 Series,2013,2418000,9329,Diesel
Skoda,Skoda Rapid 1.5,2017,666000,64419,Diesel
Mercedes-Benz,Mercedes-Benz M-Class ML,2013,2674000,68000,Diesel
Maruti,Maruti Swift Dzire,2016,563000,91892,Diesel
Hyundai,Hyundai i20 Asta,2015,479000,50827,Petrol
Maruti,Maruti Baleno 1.2,2015,553000,69167,Petrol
BMW,BMW 5 Series,2021,6575000,7000,Diesel
Maruti,Maruti Wagon R,2018,400000,25000,Cng
Kia,Kia Seltos HTE,2021,1182000,35343,Diesel
BMW,BMW 5 Series,2017,2950000,41000,Diesel
Maruti,Maruti Wagon R,2012,236000,100527,Petrol
Tata,Tata Nexon EV,2020,367000,54239,Electric
Renault,Renault KWID RXT,2018,313000,26457,Petrol
Audi,Audi Q7 3.0,2014,2174000,97000,Diesel
Maruti,Maruti Ertiga VXI,2014,486000,67231,Cng
Maruti,Maruti Wagon R,2008,121000,74228,LPG
Maruti,Maruti Celerio VXI,2017,451000,55362,Cng
Hyundai,Hyundai Creta 1.6,2015,941000,58000,Diesel
Hyundai,Hyundai i10 Magna,2010,179000,80896,Petrol
Mahindra,Mahindra Thar LX,2021,1775000,36398,Diesel
Maruti,Maruti Wagon R,2014,375000,50227,Cng
Toyota,Toyota Fortuner Legender,2021,4445000,31000,Diesel
Maruti,Maruti Baleno 1.2,2016,695000,17359,Petrol
Skoda,Skoda Slavia 1.0,2022,1270000,2263,Petrol
Honda,Honda City i,2014,665000,81437,Petrol
Jaguar,Jaguar XF 2.2,2016,2474000,34000,Diesel
Mercedes-Benz,Mercedes-Benz E-Class E250,2014,1925000,80228,Diesel
Honda,Honda City i,2016,715000,65911,Diesel
Hyundai,Hyundai i20 Petrol,2018,795000,39898,Petrol
Audi,Audi S5 3.0,2018,6500000,11000,Petrol
Mahindra,Mahindra Bolero B4,2020,800000,25000,Diesel
Maruti,Maruti Swift VXI,2019,675000,10218,Petrol
Honda,Honda City 1.5,2009,305000,88119,Petrol
Audi,Audi A6 35,2017,2185000,64000,Diesel
Maruti,Maruti Vitara Brezza,2021,1008000,14572,Petrol
Nissan,Nissan Sunny Diesel,2014,421000,66512,Diesel
Hyundai,Hyundai Verna 1.6,2014,565000,66357,Petrol
Audi,Audi A6 3.0,2012,1165000,60000,Diesel
Toyota,Toyota Innova 2.5,2011,566000,91865,Diesel
Kia,Kia Seltos HTX,2020,1785000,31409,Diesel
Maruti,Maruti SX4 Vxi,2010,245000,76247,Petrol
Mercedes-Benz,Mercedes-Benz C-Class Progressive,2016,1911000,52000,Petrol
Honda,Honda City V,2011,361000,48267,Petrol
Honda,Honda City i,2017,944999,31441,Petrol
Hyundai,Hyundai i20 1.4,2011,365000,59564,Diesel
Honda,Honda CR-V 2.4L,2014,840000,80000,Petrol
Maruti,Maruti SX4 ZXI,2010,285000,65115,Petrol
Honda,Honda Jazz 1.2,2015,465000,46149,Petrol
Honda,Honda City V,2010,321000,65598,Petrol
Mercedes-Benz,Mercedes-Benz GLC 220d,2018,3575000,72000,Diesel
Renault,Renault Duster 110PS,2014,565000,72350,Diesel
Maruti,Maruti Baleno 1.2,2018,725000,18959,Petrol
Honda,Honda City V,2013,421000,80078,Petrol
Volkswagen,Volkswagen Passat Diesel,2011,650000,58000,Diesel
Hyundai,Hyundai Verna 1.6,2017,649000,49613,Petrol
Renault,Renault Duster 85PS,2019,830000,80002,Diesel
Nissan,Nissan Kicks 1.3,2020,980000,16194,Petrol
Honda,Honda City ZX,2020,1235000,55617,Petrol
Honda,Honda City i-VTEC,2019,940000,38409,Petrol
Honda,Honda Brio VX,2014,325000,68045,Petrol
Maruti,Maruti Ciaz Alpha,2019,926000,7342,Petrol
Honda,Honda City i-VTEC,2017,944999,27914,Petrol
Hyundai,Hyundai Venue SX,2021,1260000,8639,Petrol
Hyundai,Hyundai Venue SX,2021,1185000,11069,Petrol
Honda,Honda City i-VTEC,2018,969000,73971,Petrol
Honda,Honda Jazz 1.2,2017,515000,70379,Petrol
Hyundai,Hyundai Venue SX,2021,999000,19108,Petrol
Hyundai,Hyundai Verna VTVT,2018,899000,37842,Petrol
Toyota,Toyota Innova 2.5,2007,225000,120000,Diesel
Mercedes-Benz,Mercedes-Benz GLC 220d,2020,5650000,24000,Diesel
Jeep,Jeep Compass 2.0,2021,2500000,35500,Diesel
Mercedes-Benz,Mercedes-Benz GLC 200,2021,6100000,15000,Petrol
Jaguar,Jaguar F-Pace 2.0,2021,7400000,9900,Diesel
BMW,BMW X4 xDrive30i,2022,7450000,7600,Petrol
Honda,Honda City i-VTEC,2017,890000,57826,Petrol
Tata,Tata Nexon 1.5,2017,625000,91216,Diesel
Hyundai,Hyundai Venue SX,2021,999000,13731,Petrol
Honda,Honda City i-VTEC,2017,750000,60477,Petrol
Maruti,Maruti Swift Dzire,2017,639000,105911,Diesel
Hyundai,Hyundai Verna VTVT,2019,925000,18072,Petrol
Hyundai,Hyundai i20 1.2,2018,699000,53608,Petrol
Toyota,Toyota Glanza G,2021,799000,17790,Petrol
Hyundai,Hyundai Grand i10,2020,669000,24154,Petrol
Renault,Renault KWID RXT,2016,300000,24744,Petrol
Hyundai,Hyundai Grand i10,2020,578000,38985,Petrol
Maruti,Maruti Ritz VXi,2014,328000,41050,Petrol
Maruti,Maruti Alto K10,2017,368000,61714,Petrol
Maruti,Maruti Vitara Brezza,2020,874000,20092,Petrol
Nissan,Nissan Magnite XV,2021,676000,74811,Petrol
Maruti,Maruti Ertiga ZXI,2019,978999,8702,Petrol
Honda,Honda Amaze S,2019,610000,34039,Petrol
Honda,Honda City i,2016,670000,98285,Petrol
Jeep,Jeep Compass 2.0,2018,1350000,72000,Diesel
Hyundai,Hyundai Grand i10,2020,480000,50000,Petrol
Audi,Audi Q3 30,2018,1955000,120000,Petrol
Mahindra,Mahindra XUV500 W7,2018,1074000,76813,Diesel
Maruti,Maruti Omni E,2011,125000,80000,Petrol
Toyota,Toyota Camry Hybrid,2019,4090000,20000,Petrol
Mercedes-Benz,Mercedes-Benz C-Class Progressive,2020,3900000,24000,Diesel
Toyota,Toyota Innova Crysta,2017,1889999,43200,Diesel
Hyundai,Hyundai i20 Magna,2020,650000,42000,Petrol
Mercedes-Benz,Mercedes-Benz GLE 250d,2017,4400000,49000,Diesel
Mahindra,Mahindra Verito 1.5,2013,180000,195000,Diesel
Mahindra,Mahindra Thar LX,2021,1650000,12200,Diesel
Hyundai,Hyundai Aura SX,2021,690000,23000,Petrol
Mercedes-Benz,Mercedes-Benz E-Class Expression,2020,5800000,17000,Diesel
Hyundai,Hyundai Creta 1.6,2015,844999,70000,Diesel
Hyundai,Hyundai Creta 1.6,2016,925000,75000,Diesel
Maruti,Maruti Swift VXI,2018,610000,72521,Petrol
BMW,BMW X3 xDrive,2021,6000000,19000,Diesel
Hyundai,Hyundai Venue SX,2020,1150000,37233,Diesel
Maruti,Maruti S-Presso VXI,2020,550000,2682,Petrol
Volkswagen,Volkswagen Polo 1.5,2016,409999,115000,Diesel
Mercedes-Benz,Mercedes-Benz GLC Coupe,2021,7150000,24900,Diesel
Hyundai,Hyundai Verna CRDi,2019,1095000,74000,Diesel
Honda,Honda Amaze S,2019,640000,25102,Petrol
Jaguar,Jaguar XF 2.0,2020,4700000,7500,Petrol
Mahindra,Mahindra Bolero Pik,2019,800000,60000,Diesel
Toyota,Toyota Innova 2.5,2011,550000,113000,Diesel
Maruti,Maruti Baleno 1.2,2018,650000,37800,Petrol
Toyota,Toyota Land Cruiser,2018,158000,56000,Diesel
Hyundai,Hyundai i20 Sportz,2012,300000,100000,Diesel
Toyota,Toyota Innova Crysta,2022,3050000,250,Diesel
Maruti,Maruti Alto LXi,2010,151000,80000,Petrol
Mercedes-Benz,Mercedes-Benz C-Class C,2022,6200000,4000,Diesel
Maruti,Maruti Baleno Alpha,2021,840000,3731,Petrol
Maruti,Maruti XL6 Zeta,2021,1125000,4028,Petrol
Mahindra,Mahindra TUV 300,2016,650000,70000,Diesel
Mercedes-Benz,Mercedes-Benz S-Class S,2014,4775000,13000,Diesel
Maruti,Maruti Alto K10,2019,330000,65000,Petrol
Hyundai,Hyundai Accent Executive,2010,170000,73000,LPG
Maruti,Maruti Swift Dzire,2014,525000,77200,Diesel
Mercedes-Benz,Mercedes-Benz GLS 400d,2020,117000,15000,Diesel
Audi,Audi A6 2.0,2013,1450000,120000,Diesel
Renault,Renault KWID 1.0,2016,300000,45200,Petrol
Honda,Honda City V,2013,425000,75200,Petrol
BMW,BMW X5 xDrive,2020,8300000,25000,Diesel
Maruti,Maruti Alto K10,2013,200000,80000,Petrol
Mahindra,Mahindra XUV500 W8,2013,450000,160000,Diesel
Maruti,Maruti Swift LXI,2017,475000,65150,Petrol
Audi,Audi Q7 45,2017,4600000,65000,Diesel
Maruti,Maruti Swift Dzire,2014,459999,80000,Diesel
Mahindra,Mahindra XUV500 W4,2017,900000,50000,Diesel
Hyundai,Hyundai Creta 1.6,2015,850000,108000,Diesel
Mercedes-Benz,Mercedes-Benz GLS 350d,2016,5950000,45000,Diesel
Honda,Honda City EXi,2006,129000,139000,Petrol
Chevrolet,Chevrolet Tavera B1-7,2011,290000,120000,Diesel
BMW,BMW 5 Series,2019,4800000,29000,Diesel
Honda,Honda Amaze VX,2016,450000,80105,Diesel
Maruti,Maruti Vitara Brezza,2019,875000,60000,Diesel
Renault,Renault KWID 1.0,2017,250000,70000,Petrol
Mercedes-Benz,Mercedes-Benz GLE 250d,2019,5600000,45000,Diesel
Hyundai,Hyundai Xcent 1.2,2014,375000,110000,Petrol
Maruti,Maruti Swift Dzire,2009,240000,120000,Diesel
Maruti,Maruti SX4 S,2017,725000,72568,Diesel
Land,Land Rover Range,2019,192000,40000,Petrol
Chevrolet,Chevrolet Spark 1.0,2009,105000,81000,Petrol
Chevrolet,Chevrolet Sail Hatchback,2017,365000,30000,Petrol
Maruti,Maruti Vitara Brezza,2019,800000,100000,Diesel
Volvo,Volvo XC60 B5,2022,6850000,7000,Petrol
Mercedes-Benz,Mercedes-Benz E-Class Exclusive,2018,5600000,18770,Diesel
Hyundai,Hyundai Verna 1.6,2017,925000,85680,Diesel
Honda,Honda City i,2016,725000,61548,Petrol
BMW,BMW X1 sDrive,2019,3000000,25000,Diesel
